playerID,nameFirst,nameLast,bbrefID,mlbamID,pos
kurtzni01,Nick,Kurtz,kurtzni01,701762,1B
macivwi01,Willie,MacIver,macivwi01,680862,C
morallu01,Luis,Morales,morallu01,806960,P
muncyma02,Max,Muncy,muncyma02,691777,3B
murdono01,Noah,Murdock,murdono01,668716,P
nunezed03,Eduarniel,Núñez,nunezed03,674384,P
perkija01,Jack,Perkins,perkija01,678022,P
thomaco03,Colby,Thomas,thomaco03,687515,RF
ashcrbr01,Braxton,Ashcraft,ashcrbr01,677952,P
barcohu01,Hunter,Barco,barcohu01,682995,P
chandbu01,Bubba,Chandler,chandbu01,696149,P
chengts01,Tsung-Che,Cheng,chengts01,691907,SS
darremi01,Michael,Darrell-Hicks,darremi01,690382,P
devanca01,Cam,Devanney,devanca01,687478,SS
florera03,Rafael,Flores,florera03,804668,C
gorskma01,Matt,Gorski,gorskma01,685301,1B
harrito03,Tom,Harrington,harrito03,802419,P
sandeca01,Cam,Sanders,sandeca01,676742,P
simonro01,Ronny,Simon,simonro01,682927,2B
siskev01,Evan,Sisk,siskev01,681895,P
bergery01,Ryan,Bergert,bergery01,686701,P
cruzom01,Omar,Cruz,cruzom01,678316,P
morgada01,David,Morgan,morgada01,688158,P
ornelti01,Tirso,Ornelas,ornelti01,672359,LF
rodribr01,Bradgley,Rodriguez,rodribr01,699134,P
burgoju01,Juan,Burgos,burgoju01,686228,P
castabl01,Blas,Castano,castabl01,680604,P
evanslo01,Logan,Evans,evanslo01,688138,P
fordha01,Harry,Ford,fordha01,695670,C
garcibr02,Brandyn,Garcia,garcibr02,805299,P
laosa01,Sauryn,Lao,laosa01,666659,P
thomarh01,Rhylan,Thomas,thomarh01,689041,LF
willibe03,Ben,Williamson,willibe03,810938,3B
youngco01,Cole,Young,youngco01,702284,2B
eldribr01,Bryce,Eldridge,eldribr01,805811,1B
gilbedr01,Drew,Gilbert,gilbedr01,687551,CF
kossch01,Christian,Koss,kossch01,683766,2B
peguejo01,Joel,Peguero,peguejo01,666711,P
seymoca01,Carson,Seymour,seymoca01,693313,P
whiseca01,Carson,Whisenhunt,whiseca01,687931,P
churcna01,Nathan,Church,churcna01,701675,LF
crookji01,Jimmy,Crooks,crookji01,699625,C
granian01,Andre,Granillo,granian01,701552,P
prietce01,César,Prieto,prietce01,693409,2B
raqueni01,Nick,Raquet,raqueni01,675919,P
svansma01,Matt,Svanson,svansma01,694335,P
gervapa01,Paul,Gervase,gervapa01,801434,P
manguja01,Jake,Mangum,manguja01,663968,LF
petertr01,Tristan,Peters,petertr01,671976,LF
rockjo01,Joe,Rock,rockjo01,697812,P
seymobo01,Bob,Seymour,seymobo01,676044,1B
seymoia01,Ian,Seymour,seymoia01,693855,P
simpsch01,Chandler,Simpson,simpsch01,802415,LF
vanbebr01,Brian,Van Belle,vanbebr01,687003,P
wilcoco01,Cole,Wilcox,wilcoco01,677961,P
willica02,Carson,Williams,willica02,700246,SS
cornijo01,Jose,Corniell,cornijo01,692030,P
crimbl01,Blaine,Crim,crimbl01,688760,1B
curvelu01,Luis,Curvelo,curvelu01,681168,P
freemco01,Cody,Freeman,freemco01,683227,3B
osunaal02,Alejandro,Osuna,osunaal02,696030,LF
estrala01,Lazaro,Estrada,estrala01,681751,P
fishebr02,Braydon,Fisher,fishebr02,680755,P
fluhama01,Mason,Fluharty,fluhama01,689254,P
pinaro01,Robinson,Piña,pinaro01,673820,P
roberwi02,Will,Robertson,roberwi02,683770,LF
rodenal01,Alan,Roden,rodenal01,702176,LF
schulpa01,Paxton,Schultz,schulpa01,687606,P
yesavtr01,Trey,Yesavage,yesavtr01,702056,P
abelmi01,Mick,Abel,abelmi01,690953,P
adamstr01,Travis,Adams,adamstr01,701519,P
fitzgry01,Ryan,Fitzgerald,fitzgry01,680837,3B
keasclu01,Luke,Keaschall,keasclu01,807712,2B
lawerco01,Cody,Laweryson,lawerco01,689520,P
mccusca01,Carson,McCusker,mccusca01,676812,LF
ohlpi01,Pierson,Ohl,ohlpi01,701487,P
hoffmno01,Nolan,Hoffman,hoffmno01,676510,P
kempot01,Otto,Kemp,kempot01,805249,OF
rangeal01,Alan,Rangel,rangeal01,660604,P
baldwdr01,Drake,Baldwin,baldwdr01,686948,C
fuentdi01,Didier,Fuentes,fuentdi01,800311,P
harriha01,Hayden,Harris,harriha01,802686,P
munozro02,Rolddy,Muñoz,munozro02,691548,P
wilesna01,Nathan,Wiles,wilesna01,686249,P
elkoti01,Tim,Elko,elkoti01,671284,1B
freemca01,Caleb,Freeman,freemca01,673965,P
gonzawi02,Wikelman,González,gonzawi02,682790,P
meidrch01,Chase,Meidroth,meidrch01,805367,SS
montgco01,Colson,Montgomery,montgco01,695657,SS
palisja01,Jake,Palisch,palisja01,669449,P
queroed01,Edgar,Quero,queroed01,700337,C
smithsh02,Shane,Smith,smithsh02,681343,P
taylogr02,Grant,Taylor,taylogr02,691799,P
teelky01,Kyle,Teel,teelky01,691019,C
vasilmi01,Mike,Vasil,vasilmi01,678024,P
workmga01,Gage,Workman,workmga01,669398,3B
acostma02,Maximo,Acosta,acostma02,691185,SS
ariaslu01,Luarbert,Arias,ariaslu01,678215,P
gibsoca01,Cade,Gibson,gibsoca01,806188,P
gustory01,Ryan,Gusto,gustory01,687473,P
hernahe01,Heriberto,Hernandez,hernahe01,681715,LF
hicksli01,Liam,Hicks,hicksli01,689414,C
johnstr02,Troy,Johnston,johnstr02,687859,OF
marseja01,Jakob,Marsee,marseja01,805300,CF
mesavi01,Victor,Mesa,mesavi01,683748,CF
montepa01,Patrick,Monteverde,montepa01,687287,P
ramirag01,Agustín,Ramírez,ramirag01,682663,C
roach02,Christian,Roa,roach02,685005,P
simpsjo02,Josh,Simpson,simpsjo02,681006,P
winklja01,Jack,Winkler,winklja01,676466,2B
escarjc01,J. C.,Escarra,escarjc01,641555,C
sandrja01,Jayvien,Sandridge,sandrja01,682144,P
schlica01,Cam,Schlittler,schlica01,693645,P
vivasjo01,Jorbit,Vivas,vivasjo01,678391,2B
durbica01,Caleb,Durbin,durbica01,702332,3B
hendelo01,Logan,Henderson,hendelo01,701656,P
misioja01,Jacob,Misiorowski,misioja01,694819,P
patrich01,Chad,Patrick,patrich01,694477,P
seiglan01,Anthony,Seigler,seiglan01,678011,2B
thomaco02,Connor,Thomas,thomaco02,671162,P
yohocr01,Craig,Yoho,yohocr01,684974,P
farrimi01,Mitch,Farris,farrimi01,815083,P
fermijo02,José,Fermin,fermijo02,820862,P
guzmade01,Denzer,Guzman,guzmade01,694203,SS
johnsry01,Ryan,Johnson,johnsry01,696270,P
lugoma01,Matthew,Lugo,lugoma01,683090,LF
mcdanga01,Garrett,McDaniels,mcdanga01,680729,P
moorech03,Christian,Moore,moorech03,695681,2B
stevech02,Chad,Stevens,stevech02,677060,SS
abnerph01,Philip,Abner,abnerph01,691769,P
backhky01,Kyle,Backhus,backhky01,679775,P
englitr01,Tristin,English,englitr01,663536,OF
hoffman01,Andrew,Hoffmann,hoffman01,694851,P
montech01,Christian,Montes De Oca,montech01,801216,P
morilju02,Juan,Morillo,morilju02,666661,P
popeau01,Austin,Pope,popeau01,687166,P
rashita01,Taylor,Rashi,rashita01,688497,P
tawati01,Tim,Tawa,tawati01,694374,2B
basalsa01,Samuel,Basallo,basalsa01,694212,C
beavedy01,Dylan,Beavers,beavedy01,687637,RF
handlma01,Maverick,Handley,handlma01,668974,C
hiralya01,Yaramil,Hiraldo,hiralya01,682274,P
jacksje02,Jeremiah,Jackson,jacksje02,669236,2B
ragsdca01,Carson,Ragsdale,ragsdca01,685068,P
strowka01,Kade,Strowd,strowka01,669704,P
suganto01,Tomoyuki,Sugano,suganto01,608372,P
wolfrgr01,Grant,Wolfram,wolfrgr01,664991,P
youngbr01,Brandon,Young,youngbr01,687064,P
anthoro01,Roman,Anthony,anthoro01,701350,RF
campbkr01,Kristian,Campbell,campbkr01,692225,2B
dobbihu01,Hunter,Dobbins,dobbihu01,690928,P
earlyco01,Connelly,Early,earlyco01,813349,P
garcijh01,Jhostynxon,Garcia,garcijh01,691373,CF
mayerma01,Marcelo,Mayer,mayerma01,691785,3B
tollepa01,Payton,Tolle,tollepa01,801139,P
ballemo01,Moisés,Ballesteros,ballemo01,694208,C
caissow01,Owen,Caissie,caissow01,683357,RF
hortoca01,Cade,Horton,hortoca01,690990,P
shawma01,Matt,Shaw,shawma01,807713,3B
banfiwi01,Will,Banfield,banfiwi01,677943,C
burnsch01,Chase,Burns,burnsch01,695505,P
callity01,Tyler,Callihan,callity01,682997,LF
maxweza01,Zach,Maxwell,maxweza01,687209,P
meylu01,Luis,Mey,meylu01,682825,P
pettych02,Chase,Petty,pettych02,695534,P
stewasa02,Sal,Stewart,stewasa02,701398,3B
delauch01,Chase,DeLauter,delauch01,800050,RF
enrigni01,Nic,Enright,enrigni01,663671,P
halpipe01,Petey,Halpin,halpipe01,690984,CF
kayfucj01,CJ,Kayfus,kayfucj01,692216,1B
kentza01,Zak,Kent,kentza01,687849,P
messipa01,Parker,Messick,messipa01,800048,P
nikhado01,Doug,Nikhazy,nikhado01,680951,P
valerge01,George,Valera,valerge01,671655,RF
wilsowi03,Will,Wilson,wilsowi03,669717,3B
agnosza01,Zach,Agnos,agnosza01,688642,P
bernawa01,Warming,Bernabel,bernawa01,682653,3B
brownmc01,McCade,Brown,brownmc01,685326,P
darnedu01,Dugan,Darnell,darnedu01,699911,P
dollach01,Chase,Dollander,dollach01,801403,P
fernaya01,Yanquiel,Fernández,fernaya01,692585,RF
fulfobr01,Braxton,Fulford,fulfobr01,690924,C
karroky01,Kyle,Karros,karroky01,691720,3B
mejiaju01,Juan,Mejia,mejiaju01,675848,P
palmqca01,Carson,Palmquist,palmqca01,687223,P
rittery01,Ryan,Ritter,rittery01,690022,SS
rolisry01,Ryan,Rolison,rolisry01,669020,P
veenza01,Zac,Veen,veenza01,691728,LF
leech02,Chase,Lee,leech02,695445,P
meltotr01,Troy,Melton,meltotr01,675512,P
owensty01,Tyler,Owens,owensty01,687074,P
smithdy01,Dylan,Smith,smithdy01,681916,P
sommedr01,Drew,Sommers,sommedr01,805427,P
blubaaj01,AJ,Blubaugh,blubaaj01,805123,P
coleza01,Zach,Cole,coleza01,805904,CF
coronke01,Kenedy,Corona,coronke01,685744,CF
gordoco01,Colton,Gordon,gordoco01,676467,P
matthbr01,Brice,Matthews,matthbr01,694728,SS
meltoja01,Jacob,Melton,meltoja01,689200,LF
murraja01,Jayden,Murray,murraja01,681151,P
roonejo01,John,Rooney,roonejo01,680701,P
smithca07,Cam,Smith,smithca07,701358,RF
vanwelo01,Logan,VanWey,vanwelo01,701121,P
avilalu02,Luinder,Avila,avilalu02,679883,P
caglija01,Jac,Caglianone,caglija01,695506,RF
camerno01,Noah,Cameron,camerno01,702070,P
jenseca01,Carter,Jensen,jenseca01,695600,C
ravejo01,John,Rave,ravejo01,670231,RF
tolbety01,Tyler,Tolbert,tolbety01,686475,2B
deanju01,Justin,Dean,deanju01,681909,CF
dreyeja01,Jack,Dreyer,dreyeja01,676263,P
freelal01,Alex,Freeland,freelal01,690976,SS
kimhy02,Hyeseong,Kim,kimhy02,808975,2B
littlja02,Jack,Little,littlja02,669193,P
rushida01,Dalton,Rushing,rushida01,687221,C
sasakro01,Roki,Sasaki,sasakro01,808963,P
alvaran01,Andrew,Alvarez,alvaran01,674841,P
hassero02,Robert,Hassell,hassero02,690987,CF
henryco01,Cole,Henry,henryco01,669371,P
housebr01,Brady,House,housebr01,691781,3B
laraan01,Andry,Lara,laraan01,691251,P
lileda01,Daylen,Lile,lileda01,695734,RF
lordbr02,Brad,Lord,lordbr02,695418,P
ogasash01,Shinnosuke,Ogasawara,ogasash01,829272,P
poulipj01,PJ,Poulin,poulipj01,676571,P
stubbcj01,C. J.,Stubbs,stubbcj01,667690,C
carrial01,Alex,Carrillo,carrial01,692024,P
hagenju01,Justin,Hagenman,hagenju01,663795,P
hameldo01,Dom,Hamel,hameldo01,687589,P
mcleano01,Nolan,McLean,mcleano01,690997,P
pintajo01,Jonathan,Pintaro,pintajo01,702752,P
sengeha01,Hayden,Senger,sengeha01,663584,C
sproabr01,Brandon,Sproat,sproabr01,687075,P
tidwebl01,Blade,Tidwell,tidwebl01,694918,P
tongjo01,Jonah,Tong,tongjo01,804636,P
boltehe01,Henry,Bolte,boltehe01,703607,CF
juengha01,Hayden,Juenger,juengha01,696522,P
jumpga01,Gage,Jump,jumpga01,695611,P
kurodjo01,Joshua,Kuroda-Grauer,kurodjo01,811965,3B
morrika01,Kade,Morris,morrika01,695034,P
mlb0814305,Yunior,Tur,,814305,P
mlb0695720,Tommy,White,,695720,3B
bidoibr01,Brandan,Bidois,bidoibr01,684049,P
mlb0687394,Jack,Brannigan,,687394,SS
mlb0694753,Khristian,Curtis,,694753,P
dotelwi01,Wilber,Dotel,dotelwi01,696062,P
gonzaja01,Jacob,Gonzalez,gonzaja01,694378,SS
griffko01,Konnor,Griffin,griffko01,804606,SS
kellyan01,Antwone,Kelly,kellyan01,699008,P
mlb0676566,Shawn,Ross,,676566,C
valdees01,Esmerlyn,Valdez,valdees01,699013,RF
bowenja01,Jase,Bowen,bowenja01,687749,RF
duranro02,Rodolfo,Durán,duranro02,660710,C
huntbl01,Blake,Hunt,huntbl01,675448,C
songsu01,Sung Mun,Song,songsu01,823550,2B
davilni01,Nick,Davila,davilni01,689546,P
emersco01,Colt,Emerson,emersco01,806068,SS
gonzado01,Domingo,Gonzalez,gonzado01,682445,P
hoppeal01,Alex,Hoppe,hoppeal01,695380,P
bericvi01,Victor,Bericoto,bericvi01,682674,RF
cavandr01,Drew,Cavanaugh,cavandr01,701852,C
coxjo01,Jonah,Cox,coxjo01,813841,CF
ramoswi02,Wilkin,Ramos,ramoswi02,678576,P
rodrije02,Jesus,Rodriguez,rodrije02,683679,C
susacda01,Daniel,Susac,susacda01,691740,C
mlb0703725,Luis,Gastelum,,703725,P
jordabl01,Blaze,Jordan,jordabl01,691458,3B
mautzbr01,Brycen,Mautz,mautzbr01,802408,P
pushama01,Matt,Pushard,pushama01,690155,P
rajcima01,Max,Rajcic,rajcima01,691008,P
torrebr01,Bryan,Torres,torrebr01,663494,LF
wethejj01,JJ,Wetherholt,wethejj01,802139,2B
mlb0702047,Alex,Cook,,702047,P
martitr01,Trevor,Martin,martitr01,694680,P
solesch01,Chase,Solesky,solesch01,686678,P
ahlstro01,Robby,Ahlstrom,ahlstro01,695239,P
baumlca01,Carter,Baumler,baumlca01,691945,P
cauleca01,Cameron,Cauley,cauleca01,695508,CF
collyga01,Gavin,Collyer,collyga01,686560,P
graype02,Peyton,Gray,graype02,682608,P
mlb0687239,Ben,Peoples,,687239,P
mlb0692437,Winston,Santos,,692437,P
mlb0693713,Emiliano,Teodo,,693713,P
andreta01,Tanner,Andrews,andreta01,681084,P
dallach01,Chad,Dallas,dallach01,689149,P
keysse01,Sean,Keys,keysse01,815873,DH
mackoad01,Adam,Macko,mackoad01,671936,P
mcadoch01,Charles,McAdoo,mcadoch01,807727,2B
milessp01,Spencer,Miles,milessp01,693686,P
okamoka01,Kazuma,Okamoto,okamoka01,672960,3B
pinanyo01,Yohendrick,Pinango,pinanyo01,682818,LF
valenbr01,Brandon,Valenzuela,valenbr01,678218,C
mlb0669310,CJ,Van Eyk,,669310,P
anderja02,Jack,Anderson,anderja02,681252,P
fedkoky01,Kyler,Fedko,fedkoky01,693459,LF
mlb0808970,Woo Suk,Go,,808970,P
gonzaga03,Gabriel,Gonzalez,gonzaga03,694224,RF
kleinjo01,John,Klein,kleinjo01,804619,P
morrian01,Andrew,Morris,morrian01,702193,P
paredmi01,Mike,Paredes,paredmi01,702474,P
prielco01,Connor,Prielipp,prielco01,687570,P
rojaske01,Kendry,Rojas,rojaske01,696070,P
crawfju01,Justin,Crawford,crawfju01,702222,CF
mlb0662144,Brian,Keller,,662144,P
mlb0686934,Alex,McFarlane,,686934,P
paintan01,Andrew,Painter,paintan01,691725,P
reyesfe01,Felix,Reyes,reyesfe01,694025,LF
rincoga01,Gabriel,Rincones,rincoga01,687282,RF
jarviji01,Jim,Jarvis,jarviji01,805347,SS
mlb0702566,Owen,Murphy,,702566,P
ritchjr01,JR,Ritchie,ritchjr01,702275,P
antonsa01,Sam,Antonacci,antonsa01,803011,LF
davisty01,Tyler,Davis,davisty01,699823,P
davitdu01,Duncan,Davitt,davitdu01,701474,P
montgbr01,Braden,Montgomery,montgbr01,695731,RF
murakmu01,Munetaka,Murakami,murakmu01,808959,1B
murrata01,Tanner,Murray,murrata01,695020,LF
nishiri01,Rikuu,Nishida,nishiri01,807747,RF
paezje01,Jedixson,Paez,paezje01,699151,P
perezju03,Junior,Perez,perezju03,678577,CF
sandlda01,David,Sandlin,sandlda01,689818,P
schulno01,Noah,Schultz,schulno01,702273,P
schwety01,Tyler,Schweitzer,schwety01,805326,P
delosde01,Deyvison,De Los Santos,delosde01,691277,1B
eknesjo01,Josh,Ekness,eknesjo01,694795,P
fultoda01,Dax,Fulton,fultoda01,690978,P
kempnwi01,William,Kempner,kempnwi01,687531,P
mackjo02,Joe,Mack,mackjo02,691788,C
snellro01,Robby,Snelling,snellro01,702281,P
whitejo04,Josh,White,whitejo04,687985,P
beckbr01,Brendan,Beck,beckbr01,694341,P
cruzyo01,Yovanny,Cruz,cruzyo01,672442,P
jonessp01,Spencer,Jones,jonessp01,682987,CF
rodriel03,Elmer,Rodriguez,rodriel03,695684,P
crowco01,Coleman,Crow,crowco01,689441,P
drohash01,Shane,Drohan,drohash01,675660,P
fitzpbr01,Brian,Fitzpatrick,fitzpbr01,702153,P
mlb0800325,Luis,Lara,,800325,RF
prattco01,Cooper,Pratt,prattco01,806198,SS
queroje01,Jeferson,Quero,queroje01,691620,C
mlb0668831,Garrett,Stallings,,668831,P
kerrybr01,Brett,Kerry,kerrybr01,695049,P
klassge01,George,Klassen,klassge01,691946,P
martiom01,Omar,Martinez,martiom01,683079,C
mlb0684665,Luke,Murphy,,684665,P
natersa01,Samy,Natera,natersa01,696519,P
urenawa01,Walbert,Ureña,urenawa01,700712,P
brattmi01,Mitch,Bratt,brattmi01,683352,P
cabrejo03,Jose,Cabrera,cabrejo03,703615,P
mlb0672629,Gerardo,Carrillo,,672629,P
mlb0684442,Kohl,Drake,,684442,P
fernajo06,Jose,Fernandez,fernajo06,699912,DH
groovlu01,LuJames,Groover,groovlu01,694410,1B
troyto01,Tommy,Troy,troyto01,694371,LF
waldsry01,Ryan,Waldschmidt,waldsry01,814439,CF
fosteca01,Cameron,Foster,fosteca01,671382,P
gibsotr01,Trey,Gibson,gibsotr01,694346,P
nunezan01,Anthony,Nunez,nunezan01,689296,P
westoca01,Cameron,Weston,westoca01,687721,P
benneja01,Jake,Bennett,benneja01,687562,P
gamboal01,Alec,Gamboa,gamboal01,687941,P
rivered01,Eduardo,Rivera,rivered01,700842,P
samanty01,Tyler,Samaniego,samanty01,701719,P
ubersty01,Tyler,Uberstine,ubersty01,700413,P
watsory01,Ryan,Watson,watsory01,670245,P
mlb0681520,Antoine,Kelly,,681520,P
martiri02,Riley,Martin,martiri02,702303,P
ramirpe01,Pedro,Ramírez,ramirpe01,699393,2B
mlb0701649,James,Triantos,,701649,2B
arroyed01,Edwin,Arroyo,arroyed01,695490,2B
francjo02,Jose,Franco,francjo02,683742,P
garciju01,Julian,Garcia,garciju01,670062,P
mlb0671155,Ivan,Johnson,,671155,2B
mccamza01,Zach,McCambley,mccamza01,685112,P
alemafr01,Franco,Aleman,alemafr01,680916,P
bazzatr01,Travis,Bazzana,bazzatr01,683953,2B
britoju02,Juan,Brito,britoju02,682877,2B
dionwi01,Will,Dion,dionwi01,702021,P
espinda02,Daniel,Espino,espinda02,682982,P
ingleco01,Cooper,Ingle,ingleco01,694876,C
pallepe01,Peyton,Pallette,pallepe01,688883,P
watsoka01,Kahlil,Watson,watsoka01,696135,RF
carrico01,Cole,Carrigg,carrico01,694249,CF
casteei01,Eiberson,Castellano,casteei01,682769,P
herrewe01,Welinton,Herrera,herrewe01,700327,P
mlb0687312,Gabriel,Hughes,,687312,P
rumfitj01,TJ,Rumfield,rumfitj01,681198,1B
shooktj01,TJ,Shook,shooktj01,669298,P
sullise01,Sean,Sullivan,sullise01,807743,P
thompst01,Sterlin,Thompson,thompst01,694514,RF
mlb0703601,Max,Clark,,703601,CF
cruztr01,Trei,Cruz,cruztr01,669360,CF
leeha02,Hao-Yu,Lee,leeha02,701678,2B
malgebe01,Ben,Malgeri,malgebe01,701162,RF
mcgonke01,Kevin,McGonigle,mcgonke01,805808,SS
mlb0680664,Eduardo,Valencia,,680664,C
delgara02,Raynel,Delgado,delgara02,669384,2B
imaita01,Tatsuya,Imai,imaita01,837227,P
priceco01,Collin,Price,priceco01,805672,C
santaal01,Alimber,Santa,santaal01,695001,P
mlb0828599,Lucas,Spence,,828599,CF
ullolmi01,Miguel,Ullola,ullolmi01,699044,P
weissry01,Ryan,Weiss,weissry01,680802,P
ceraner01,Eric,Cerantola,ceraner01,672021,P
waybe01,Beck,Way,waybe01,694360,P
mlb0672613,Eliezer,Alfonzo,,672613,C
wardry01,Ryan,Ward,wardry01,669899,LF
corneri01,Riley,Cornelio,corneri01,683000,P
mlb0678868,Eddy,Yean,,678868,P
bengeca01,Carson,Benge,bengeca01,701807,RF
ewingaj01,A. J.,Ewing,ewingaj01,805999,CF
morabni01,Nick,Morabito,morabni01,703492,LF
mlb0676910,Matt,Seelinger,,676910,P
thornza01,Zach,Thornton,thornza01,804267,P
